code,product_name,brands,ingredients_text,quantity,lang,source,silver_grain_type,manual_grain_type,manual_grain_type_status,manual_grain_type_at,manual_grain_type_mode,manual_grain_type_note,silver_is_filled,manual_is_filled,manual_is_filled_status,manual_is_filled_at,manual_is_filled_mode,manual_is_filled_note,silver_is_organic,manual_is_organic,manual_is_organic_status,manual_is_organic_at,manual_is_organic_mode,manual_is_organic_note,silver_is_gluten_free,manual_is_gluten_free,manual_is_gluten_free_status,manual_is_gluten_free_at,manual_is_gluten_free_mode,manual_is_gluten_free_note,silver_pasta_shape,manual_pasta_shape,manual_pasta_shape_status,manual_pasta_shape_at,manual_pasta_shape_mode,manual_pasta_shape_note,silver_is_vegan,manual_is_vegan,manual_is_vegan_status,manual_is_vegan_at,manual_is_vegan_mode,manual_is_vegan_note,silver_nutri_score_grade,manual_nutri_score_grade,manual_nutri_score_grade_status,manual_nutri_score_grade_at,manual_nutri_score_grade_mode,manual_nutri_score_grade_note,silver_protein_class,manual_protein_class,manual_protein_class_status,manual_protein_class_at,manual_protein_class_mode,manual_protein_class_note
8436545624203,Pasta rellena de pera,Vivibio,"Ingredientes pasta: harina de _trigo_ duro*, agua, sal. Ingredientes relleno: pera* (41%), patata*, preparado alimenticio vegetal VERYS.IT a base de arroz integral germinado* [hecho con preparado alimenticio sucedáneo de queso Biosurice* (preparado alimenticio sucedáneo de queso) (12%) [agua, arroz integral germinado* (20,8%), sal, vinagre de manzana*), agua, aceite de coco prensado en frío*, aroma natural, zumo de limón*, alga nori, alga ulva, espesante: agar agar, goma arábiga, goma xantana, harina de semillas de algarroba*], preparado alimenticio vegetal VERYS.IT a base de arroz integral germinado* [hecho con preparado alimenticio sucedáneo de queso Biosurice* (preparado alimenticio sucedáneo de queso) (12%) [agua, arroz integral germinado* (20,8%),  vinagre de manzana*, sal), agua, aceite de coco prensado en frío*, zumo de limón*, espesante: agar agar, goma arábiga, goma xantana, harina de algarroba, ácido láctico vegetal, cúrcuma*, aroma natural a cheddar], miga de pan* (harina de _trigo_*, levadura de cerveza, sal), sal. * de agricultura ecológica. Proporción de relleno 50%.",250 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:00:23+00:00,blind,,True,True,confirmed,2026-05-15T03:00:23+00:00,blind,,True,True,confirmed,2026-05-15T03:00:23+00:00,blind,,False,False,confirmed,2026-05-15T03:00:23+00:00,blind,,,other,manual_only,2026-05-15T03:00:23+00:00,blind,,True,True,confirmed,2026-05-15T03:00:23+00:00,blind,,C,C,confirmed,2026-05-15T03:00:23+00:00,blind,,med,med,confirmed,2026-05-15T03:00:23+00:00,blind,
4067796002508,Gemüse Tortellini,DmBio,"HARTWEIZENGRIESS*, Wasser, Paniermehl* (WEIZENMEHL*, Hefe*), Wasser, Kartoffelflocken*, Sonnenblumenöl*, 2,4% Zwiebeln*, 2,1% Karotten*, 1,6% Lauch*, 0,3% SELLERIE*, 0,1% Spinat*, Meersalz, Emulgator: SOJALECITHINE*, Knoblauch*, Bohnenkraut*, Pfeffer*. *aus biologischer Landwirtschaft Kann Spuren von Milch enthalten.",250g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:00:58+00:00,blind,,True,True,confirmed,2026-05-15T03:00:58+00:00,blind,,True,True,confirmed,2026-05-15T03:00:58+00:00,blind,,False,False,confirmed,2026-05-15T03:00:58+00:00,blind,,other,other,confirmed,2026-05-15T03:00:58+00:00,blind,,True,True,confirmed,2026-05-15T03:00:58+00:00,blind,,C,C,confirmed,2026-05-15T03:00:58+00:00,blind,,med,med,confirmed,2026-05-15T03:00:58+00:00,blind,
3153575630619,Tortellini Reblochon,Ecochard,"Pâte 60% (semoule de blé dur de qualité supérieure 46% [origine France], eau, œufs frais de poules élevées en plein air 6,5% [origine France]), reblochon de Savoie AOP 22% (origine France), chapelure (farine de blé, eau, sel), fromage frais, flocons de pomme de terre (pomme de terre déshydratée, émulsifiant : E471), sel, muscade, ail.",250 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:01:23+00:00,blind,,True,True,confirmed,2026-05-15T03:01:23+00:00,blind,,False,False,confirmed,2026-05-15T03:01:23+00:00,blind,,False,False,confirmed,2026-05-15T03:01:23+00:00,blind,,other,other,confirmed,2026-05-15T03:01:23+00:00,blind,,False,False,confirmed,2026-05-15T03:01:23+00:00,blind,,D,D,confirmed,2026-05-15T03:01:23+00:00,blind,,med,med,confirmed,2026-05-15T03:01:23+00:00,blind,
7501791670821,Aurrera Letra,Aurrera,Semolina de trigo duro.,200 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:02:59+00:00,blind,,False,False,confirmed,2026-05-15T03:02:59+00:00,blind,,False,False,confirmed,2026-05-15T03:02:59+00:00,blind,,False,False,confirmed,2026-05-15T03:02:59+00:00,blind,,,other,manual_only,2026-05-15T03:02:59+00:00,blind,,True,True,confirmed,2026-05-15T03:02:59+00:00,blind,,A,A,confirmed,2026-05-15T03:02:59+00:00,blind,,med,med,confirmed,2026-05-15T03:02:59+00:00,blind,
7790070318596,Matarazzo Mostachol,Matarazzo,Sémola de trigo candeal.,500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:03:35+00:00,blind,,False,False,confirmed,2026-05-15T03:03:35+00:00,blind,,False,False,confirmed,2026-05-15T03:03:35+00:00,blind,,False,False,confirmed,2026-05-15T03:03:35+00:00,blind,,penne,penne,confirmed,2026-05-15T03:03:35+00:00,blind,,True,True,confirmed,2026-05-15T03:03:35+00:00,blind,,,,unsure,2026-05-15T03:03:35+00:00,blind,,,med,manual_only,2026-05-15T03:03:35+00:00,blind,
3266140051655,Ravioles du Dauphiné LABEL ROUGE IGP surgelées sachet,Saint jean,"Pate 50%: Farine de BLE tendre 36%, eau, OEUFS frais 4,7%, contient huile de tournesol et/ou huile de colza. Farce 50 % : FROMAGE blanc frais, COMTE, EMMENTAL français est-central, persil 3%, OEUFS frais 1,3%, sel, BEURRE. (Pourcentages exprimés sur l'ensemble du produit)",500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:03:54+00:00,blind,,True,True,confirmed,2026-05-15T03:03:54+00:00,blind,,False,False,confirmed,2026-05-15T03:03:54+00:00,blind,,False,False,confirmed,2026-05-15T03:03:54+00:00,blind,,other,other,confirmed,2026-05-15T03:03:54+00:00,blind,,False,False,confirmed,2026-05-15T03:03:54+00:00,blind,,D,D,confirmed,2026-05-15T03:03:54+00:00,blind,,med,med,confirmed,2026-05-15T03:03:54+00:00,blind,
7790070317476,Lasagna,Matarazzo,"Sémola de trigo candeal, niacina, tiamina, riboflavina, ácido fólico.",500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:04:56+00:00,blind,,False,False,confirmed,2026-05-15T03:04:56+00:00,blind,,False,False,confirmed,2026-05-15T03:04:56+00:00,blind,,False,False,confirmed,2026-05-15T03:04:56+00:00,blind,,lasagna,lasagna,confirmed,2026-05-15T03:04:56+00:00,blind,,,True,manual_only,2026-05-15T03:04:56+00:00,blind,,,,unsure,2026-05-15T03:04:56+00:00,blind,,,med,manual_only,2026-05-15T03:04:56+00:00,blind,
3245390025739,Ravioles du Dauphiné IGP Label Rouge,"Reflets de France,Carrefour","Farine de _blé_ tendre 37 %, _fromage_ frais 22,4 %, _comté_ AOP 14 %, _Emmental_ français Est-Central IGP 8,9 %, eau, _œufs_ frais 5,5 %, persil 2 %, sel, huile de tournesol, _beurre.",240 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:05:31+00:00,blind,,True,True,confirmed,2026-05-15T03:05:31+00:00,blind,,False,False,confirmed,2026-05-15T03:05:31+00:00,blind,,False,False,confirmed,2026-05-15T03:05:31+00:00,blind,,other,other,confirmed,2026-05-15T03:05:31+00:00,blind,,False,False,confirmed,2026-05-15T03:05:31+00:00,blind,,D,D,confirmed,2026-05-15T03:05:31+00:00,blind,,,med,manual_only,2026-05-15T03:05:31+00:00,blind,
4058172329500,Dinkel Penne,"DmBio, dm",Bio Dinkelweizenmehl 100%,500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:06:03+00:00,blind,,False,False,confirmed,2026-05-15T03:06:03+00:00,blind,,True,True,confirmed,2026-05-15T03:06:03+00:00,blind,,False,False,confirmed,2026-05-15T03:06:03+00:00,blind,,penne,penne,confirmed,2026-05-15T03:06:03+00:00,blind,,True,True,confirmed,2026-05-15T03:06:03+00:00,blind,,A,A,confirmed,2026-05-15T03:06:03+00:00,blind,,med,med,confirmed,2026-05-15T03:06:03+00:00,blind,
4104420014237,Spirelli,Alnatura,_Hartweizengrieß_,500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:06:54+00:00,blind,,False,False,confirmed,2026-05-15T03:06:54+00:00,blind,,True,True,confirmed,2026-05-15T03:06:54+00:00,blind,,False,False,confirmed,2026-05-15T03:06:54+00:00,blind,,noodles,fusilli,override,2026-05-15T03:06:54+00:00,blind,,True,True,confirmed,2026-05-15T03:06:54+00:00,blind,,A,A,confirmed,2026-05-15T03:06:54+00:00,blind,,med,med,confirmed,2026-05-15T03:06:54+00:00,blind,
7790070335968,tirabuzón integral,Matarazzo,Sémola de trigo candeal integral,500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T03:07:46+00:00,blind,,False,False,confirmed,2026-05-15T03:07:46+00:00,blind,,False,False,confirmed,2026-05-15T03:07:46+00:00,blind,,False,False,confirmed,2026-05-15T03:07:46+00:00,blind,,,fusilli,manual_only,2026-05-15T03:07:46+00:00,blind,,True,True,confirmed,2026-05-15T03:07:46+00:00,blind,,A,A,confirmed,2026-05-15T03:07:46+00:00,blind,,,med,manual_only,2026-05-15T03:07:46+00:00,blind,
8480000062789,Macarrón rayado,Hacendado,"Semola de trigo duro (gluten). Puede contener trazas de huevos, soja y mostaza.",500 gr,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T09:58:41+00:00,llm,,False,False,confirmed,2026-05-15T09:58:41+00:00,llm,,False,False,confirmed,2026-05-15T09:58:41+00:00,llm,,False,False,confirmed,2026-05-15T09:58:41+00:00,llm,,macaroni,macaroni,confirmed,2026-05-15T09:58:41+00:00,llm,,True,True,confirmed,2026-05-15T09:58:41+00:00,llm,,A,A,confirmed,2026-05-15T09:58:41+00:00,llm,,med,med,confirmed,2026-05-15T09:58:41+00:00,llm,
8480000062505,Macarrón,Hacendado,Semola de trigo duro (gluten). Puede contener trazas de huevos.,1 kg,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,macaroni,macaroni,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,A,A,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
27081211,Rice noodles,Asia Green Garden,"Harina de arroz, agua.",400 g,,brand_disjoint_test,rice,rice,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,True,override,2026-05-15T10:37:34+00:00,llm,,noodles,noodles,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,B,B,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
4006196886325,"Tortelloni, Vier Käse",Mamma Lucia,"_Hartweizengrieß_, _Ricotta_ 12,3% (_Süßmolke_, _Milch_, Salz, Säureregulator: Citronensäure), _Ei_ 12%, _Paniermehl_ (_Weizenmehl_, Wasser, Hefe), Sonnenblumenöl, _Milcheiweiß_, _Gorgonzola_ 1,2% (_Milch_, Salz, Lab), Salz, Kartoffelflocken (Kartoffeln: Emulgator: Mono - und Diglyceride von Speisefettsäuren), _Mozarella_ 0,5% (_Milch_, Salz, Lab), _Pecorino_ 0,5% (_Milch_, Salz, Lab), geriebener _Hartkäse_ 0,5% (_Milch_, Salz, Lab, Konservierungsstoff: Lysozym aus _Ei_), Aroma, Säureregulator: Citronensäure, Konservierungsstoff: Kaliumsorbat.",250 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,True,override,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,noodles,other,override,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,D,D,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
8015602000039,Spaghetti integrale,La Bio Idea,Sémola de _trigo_ duro integral*. (* Agricultura ecológica),500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,spaghetti,spaghetti,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,A,A,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
3245390106919,Pâtes d'Alsace IGP - Nids larges à l'ancienne,"Reflets de France,CMI (Carrefour Marchandises Internationales),Groupe Carrefour, Carrefour","Semoule de _blé_ dur de qualité supérieure, _œufs_ frais de poules élevées en plein air 30% (soit 320 g par kilo de semoule).",250 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,,tagliatelle,manual_only,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,A,A,confirmed,2026-05-15T10:37:34+00:00,llm,,,high,manual_only,2026-05-15T10:37:34+00:00,llm,
7798031154115,tirabuzon,knorr,"Sémola de trigo candeal, agua.",500g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,,fusilli,manual_only,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,A,A,confirmed,2026-05-15T10:37:34+00:00,llm,,,med,manual_only,2026-05-15T10:37:34+00:00,llm,
2200000801494,Idiyappam,Adyar Annapoorna,"Rice Flour, Water, Salt",5,,brand_disjoint_test,rice,rice,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,True,override,2026-05-15T10:37:34+00:00,llm,,noodles,noodles,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,B,B,confirmed,2026-05-15T10:37:34+00:00,llm,,,med,manual_only,2026-05-15T10:37:34+00:00,llm,
7640143670161,Farfalle Tricolore,PPURA,"Hartweizengrieß, Vollkornhartweizengrieß, Tomatenpulver, Spinatpulver",500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,farfalle,farfalle,confirmed,2026-05-15T10:37:34+00:00,llm,,,True,manual_only,2026-05-15T10:37:34+00:00,llm,,A,A,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
3564707000086,Spaghettis,"Bio Village, Marque Repère",Semoule de blé dur de qualité supérieure issue de l'agriculture biologique. Traces d'oeufs et soja.,500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,spaghetti,spaghetti,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,B,B,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
7501791628242,PENNE RIGATE,WORLD TABLE,"Ingredientes Sémola de trigo duro, hierro, vitamina BB, vitamina B1 , vitamina BZ y ácido fólico.",500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,penne,penne,confirmed,2026-05-15T10:37:34+00:00,llm,,,True,manual_only,2026-05-15T10:37:34+00:00,llm,,A,A,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
7790070321800,Spaghetti Libre de Gluten,Matarazzo,"Harina de maíz, harina de arroz, emulsionantes (INS 471, INS 401).",500 g,,brand_disjoint_test,mixed,corn,override,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,spaghetti,spaghetti,confirmed,2026-05-15T10:37:34+00:00,llm,,,True,manual_only,2026-05-15T10:37:34+00:00,llm,,,,empty,2026-05-15T10:39:12+00:00,llm,,,low,manual_only,2026-05-15T10:37:34+00:00,llm,
8005709204959,Il fusillo,Armando,Semola di GRANO duro. Può contenere SOIA SENAPE,500,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,,fusilli,manual_only,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,A,A,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
8480000224552,Fideos instantáneos sabor picante,Hacendado,"Fideos instantáneos 82% (harina de _trigo_ (con carbonato cálcico), aceite de palma, sal, almidón modificado, azúcar, gasificantes (carbonatos de sodio, carbonatos de potasio), extracto de cúrcuma), caldo 18% (maltodextrina, aromas (_apio_), sal, azúcar, potenciadores de aroma y sabor (E621, E635), setas shiitake, pimentón rojo dulce, zanahorias, grasa de palma, ajo, guindilla, cebolletas, antioxidante (E300), polvo de cúrcuma, extracto de pimentón, colorante (E150c))",65 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,noodles,noodles,confirmed,2026-05-15T10:37:34+00:00,llm,,,,empty,,,,,,empty,2026-05-15T10:39:12+00:00,llm,,low,low,confirmed,2026-05-15T10:37:34+00:00,llm,
8480000523365,Paté de salmón,Hacendado,"Salmón (40%), aceite de girasol, leche descremada, sal, aroma, especias, colorante (oleorresina de pimentón),",160 g,,brand_disjoint_test,,,empty,,,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,,,empty,,,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,D,D,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
9311208003887,Tricolore Fettuccini Pasta,Golden Selections,"90.3% Durum Wheat Semolina, (9%) Whole Eggs (Pasteurized), (less than 0.2%) Dehydrated Beetroot, (0.25%) Dehydrated Capsicum, (0.25%) Dehydrated Spinach",500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,,tagliatelle,manual_only,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,A,A,confirmed,2026-05-15T10:37:34+00:00,llm,,,med,manual_only,2026-05-15T10:37:34+00:00,llm,
8032568560254,Caserecce biologiche,Libera Terra,Semola di grano duro,500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,,other,manual_only,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,A,A,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
8480017233943,Macarrones con chorizo,Dia,"Macarrones (48,2%) (agua, sémola de trigo, aceite de oliva y sal) y sofrito (51,8%) (tomate frito (tomate y concentrado de tomate, aceite de girasol, almidón modificado de maíz, azúcar, hortalizas (cebolla, ajo), sal, acidulante (ácido cítrico)), agua, chorizo (11,2%*) (carne de cerdo, pimentón, sal, dextrina, ajo, dextrosa, azúcar, antioxidante (E-301) y conservador (E-252)), fiambre de bacon (11,2%) (panceta y carne de cerdo, agua, fécula de patata, sal, proteina de soja, conservadores (E-262ii, E-250, E-270), estabilizantes (E-407a, E-417, E-415), emulgente (E-451), antioxidantes (E-331m, E-316), corteza de cerdo, aromas, proteina de cerdo, aroma de humo, corrector de acidez (E-500), colorante (E-150d)), cebolla pochada (3,5%) (cebolla, aceite de girasol), aceite de oliva, gelatina bovina (contiene sulfitos), azúcar, almidón de maíz, vino (contiene sulfitos), aceite de girasol, conservadores (E 262, E-202), albahaca (0,4%*), ajo (0,3%), sal, especias). Porcentajes referidos al sofrito. Puede contener trazas de huevo, leche, frutos de cáscara, apio, mostaza y sésamo.",250 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,macaroni,macaroni,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,C,C,confirmed,2026-05-15T10:37:34+00:00,llm,,low,low,confirmed,2026-05-15T10:37:34+00:00,llm,
4066447122640,"Nudeln, Penne, No. 66","DmBio, dm",Bio Hartweizengrieß 100%,500g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,penne,penne,confirmed,2026-05-15T10:37:34+00:00,llm,,True,True,confirmed,2026-05-15T10:37:34+00:00,llm,,A,A,confirmed,2026-05-15T10:37:34+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
8033224522067,Spatzle di zucca,Valsugana Sapori,"Farina di GRANO tenero tipo &quot;00&quot;, zucca (32%), acqua, UOVA pastorizzate, sale, olio di semi di girasole, pepe, conservante sorbato di potassio.",2 x 250 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,other,other,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,C,C,confirmed,2026-05-15T10:37:34+00:00,llm,,low,low,confirmed,2026-05-15T10:37:34+00:00,llm,
8053904630011,Konjac Linguine,WokFoods,"Acqua, farina di konjac 4.4%, regolatore di acidità.",200g,,brand_disjoint_test,other,other,confirmed,2026-05-15T09:58:41+00:00,llm,,False,False,confirmed,2026-05-15T09:58:41+00:00,llm,,False,False,confirmed,2026-05-15T09:58:41+00:00,llm,,True,True,confirmed,2026-05-15T09:58:41+00:00,llm,,linguine,linguine,confirmed,2026-05-15T09:58:41+00:00,llm,,True,True,confirmed,2026-05-15T09:58:41+00:00,llm,,A,A,confirmed,2026-05-15T09:58:41+00:00,llm,,0,0,confirmed,2026-05-15T09:58:41+00:00,llm,
7790070336316,Tallarín N°5,Matarazzo,Sémola de trigo candeal. CONTIENE DERIVADOS DE TRIGO.,500g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,False,False,confirmed,2026-05-15T10:37:34+00:00,llm,,noodles,tagliatelle,override,2026-05-15T10:37:34+00:00,llm,,,True,manual_only,2026-05-15T10:37:34+00:00,llm,,,,empty,2026-05-15T10:39:12+00:00,llm,,med,med,confirmed,2026-05-15T10:37:34+00:00,llm,
8480000062796,Macarrón,Hacendado,Sémola de _trigo_ duro.,1kg,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T09:58:41+00:00,llm,,False,False,confirmed,2026-05-15T09:58:41+00:00,llm,,False,False,confirmed,2026-05-15T09:58:41+00:00,llm,,False,False,confirmed,2026-05-15T09:58:41+00:00,llm,,macaroni,macaroni,confirmed,2026-05-15T09:58:41+00:00,llm,,True,True,confirmed,2026-05-15T09:58:41+00:00,llm,,A,A,confirmed,2026-05-15T09:58:41+00:00,llm,,med,med,confirmed,2026-05-15T09:58:41+00:00,llm,
