code,product_name,brands,generic_name,categories_tags,ingredients_text,silver,gpt4omini,gptoss,llama3b,status,enum_choices,your_arbitrage,note,auto_arbitrage,auto_reason
20441951,Glass Noodles,Vitasia,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:cellophane-noodles,en:tagliatelle","igwa erbsstärke, maisstärke, wasser, zubereitung: len lassen anschliessend abtropfen lassen und weiter - asser übergiessen und ca, de vor wärme, feuchtigked cht geschützt lagern, nach dem öffnen innerhalb von 2 tagen konsulte ch lu noufles glass based on pea starch and demais, ingredients: pamidon s...",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
20446161,"Ravioli with pecorino romano PDO, ricotta & honey",Lidl,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:ravioli,en:pasta-stuffed-with-cheese","60% pasta: durum wheat semolina, wheat flour, 20%* eggs**, drinking water, 40% filling: 31%*** whey ricotta cheese (whey, cream, salt), sunflower oil, breadcrumbs (wheat flour, brewer's yeast, salt), 10%*** sheep's cheese pecorino (sheep's milk, salt, rennet), wheat flour, dried potatoes, 3%*** hone...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
20534721,Coquillettes jambon fumé & emmental,"Lidl, Toque du Chef",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:pasta-dishes,en:pastas,en:microwave-meals,fr:coquillettes,fr:coquillettes-jambon-fromage","58% pâtes alimentaires &quot;coquillettes&quot; cuites (eau, semoule de _blé_ dur), 11,5 % jambon cuit supérieur fumé [10 % jambon de porc (origine France), sel, sirop de glucose, arômes naturels, bouillon de légumes (blettes, carottes, ferments], _crème_ fraîche (_lait_), eau, 7% _Emmental_ (_lait_...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",macaroni,,macaroni,kw:macaroni
20546298,Simply Penne,Simply...,Penne pasta,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:dry-pastas",durum wheat semolina,,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",penne,,penne,kw:penne
20579067,Siao long pao,Chef Select,Siao long pao de carne,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:chinese-dumplings","Sia long pao: masa (harina de trigo, agua, sal, harina de soja). Relleno: carne de cerdo 19%, col china 19%, puerro, panceta de cerdo 3%, aceites vegetales (soja, sésamo), proteína de soja, salsa sabor ostras (agua, azúcar, sal, almidón, extracto de ostras rizadas, caramelo natural), acidulantes (la...",,,,spaghetti,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
2062629003006,Carrefour Risetti,Carrefour,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:noodles,en:durum-wheat-pasta,en:whole-durum-wheat-pasta","Macaroni, Ingredients: 100% Durum wheat semolina. Allergy advise: Contains Gluten",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
2062629003068,Carrefour Ditali Rigate,Carrefour,Macaroni,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:noodles",100% Durum Wheat Semolina.,noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:specific-shape-no-class
20681937,Bio Vollkorn Penne Rigante,Naturgut Penny,Lait demi-écrémé stérilisé UHT.,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:penne",Vollkorn-Hart - weizengrieẞ*. *aus kontrolliert biologischem Anbau Kann Spuren von Soja und Senf enthalten.,penne,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",penne,,penne,kw:penne
20686154,"Tortelloni rellenos Mijo, espinacas, tofu y seitán",Chef Select,"Tortelloni ecológicos. Pasta alimenticia fresca rellena de tofu, seitán, espinacas y mijo.","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:tortiglioni","55% masa: sémola de _trigo_ duro*, agua, _gluten de trigo_,*. 45% relleno: 31,3% tofu* (_soja_*, agua), 13,4% seitán* (_gluten de trigo_*, harina de _trigo_ blando*, salsa Shoyu* [_soja_*, _trigo_*, agua, sal marina, Koji (Aspergillus oryzae)], salsa Tamari* [_soja_*, agua, sal marina, Shochu (desti...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
20809683,Schwäbische Knöpfle IGP,"Lidl, Chef Select",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:egg-pastas,en:german-pasta,en:spatzle,en:swabian-spatzle,fr:schwabische-spatzle","Eau, 32% farine de blé, 18% œuf* entier, 3% farine d'épeautre, huile de colza, sel de cuisine, acidifiant: acide citrique.  *d'œuf d'élevage au sol.",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:spaetzle
20849863,"Triangoli Mozzarella, tomate & aceitunas","Italiamo, Chef select",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:fresh-pasta","52% relleno: aceite de girasol, suero lácteo en polvo, 13% queso Mozzarella (leche, sal, fermentos lácteos, cuajo microbiano), gránulos de patata, 10% paté de aceitunas taggiasca (80% aceitunas taggiasca, aceite de oliva virgen extra, sal, hierbas aromáticas), espesante: celulosa en polvo, 6% pulpa ...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
20995744,Spaghetti blé complet Bio,COMBINO,Spaghetti,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:noodles,en:dry-pastas,en:durum-wheat-pasta,en:spaghetti,en:whole-or-semi-whole-durum-wheat-pasta,en:durum-wheat-spaghetti,en:whole-durum-wheat-pasta,en:organic-pasta,en:whole-durm-wheat-spaghetti,es:pasta-de-trigo","Semoule de blé dur complet,",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",spaghetti,,spaghetti,kw:spaghetti
2200000801494,Idiyappam,Adyar Annapoorna,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:specific-products,en:pastas,en:products-for-specific-diets,en:noodles,en:products-without-gluten,en:rice-vermicelli","Rice Flour, Water, Salt",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
22000798,Remano Fettucine,"Remano,Aldi",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas",100% durum wheat semolina,,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
22169358,Schwäbische Spätzle,"Burger, Landvogt",Frische Eierspätzle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:german-pasta,en:spatzle,en:swabian-spatzle","Mehl (_Weizenmehl_, _Dinkelmehl_), Trinkwasser, 18% _Vollei_, Rapsöl, Speisesalz, Säuerungsmittel: Citronensäure.",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:spaetzle
22429919,Chicken Soup,"Penny,Würz & Co",Instant chicken soup,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:soups,en:dried-meals,en:instant-noodles,en:dehydrated-soups,en:instant-noodle-soups","Pasta 75% (durum wheat semolina), table salt, sugar, starch (contains celery), chicken meat powder 0.2% (chicken meat, salt, antioxidant (rosemary extract)), roasted onion (onions, starch, sunflower oil), parsley, leek, garlic, invert caramel (glucose syrup, maltodextrin, sugar), spice extracts (con...",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
24024808,Spaghetti,La Villa,Massa alimentícia de qualidade superior,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:durum-wheat-pasta,en:spaghetti,en:durum-wheat-spaghetti",Sêmola de _trigo_ duro.,spaghetti,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",spaghetti,,spaghetti,kw:spaghetti
24058353,Fideos orientales,Asia Green Garden,Fideos orientales,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:noodles,en:chinese-noodles","Harina de _trigo_, sal, corrector de acidez: carbonato potásico.",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",vermicelli,,vermicelli,kw:vermicelli
24075756,Totelloni de espinacas y ricotta,"Mamma Mancini,Aldi",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:meals,en:cereals-and-their-products,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:fresh-pasta,en:tortellini","Sémola de trigo duro, queso Ricotta 16% (suero de leche, nata, leche, sal, acidulante: ácido cítrico), agua, huevo pasteurizado, espinaca 5%, aceite de girasol, pan rallado (harina de trigo, agua, sal, levadura), suero de leche dulce en polvo, queso añejo 1% (leche, sal, coagulante de leche microbia...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
24079358,Macarrones 100% trigo duro,La Villa,pasta,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas","Alh.dllL.lhalllh.alllh,l.t.ll PASTA ALIMENTICIA DE CALIDAD SUPERIOR. : Sémola de trigo duro. Puede contener trazas de soja y mostaza. illlh.dh",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",macaroni,,macaroni,kw:macaroni
2548018310264,La Moderna Munición,La Moderna,Pasta de semola de trigo duro,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta","Semola de trigo durum, hierro, niacina, vitamina B1 (tiamina), vitamina B2(riboflavina) y ácido fólico (folacina).",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
26014289,Nouilles à la chinoise aux legumes,Asia green garden,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:meats-and-their-products,en:meals,en:pastas,en:meals-with-meat,en:noodles,en:poultry-meals,en:refrigerated-foods,en:chinese-noodles,en:meals-with-chicken,en:microwave-meals,en:refrigerated-meals","Pâtes alimentaires cuites 48% (eau, semoule de _blé_ dur), germe de haricot mungo 11,7%, poivron rouge 10,8%, carotte jaune 9%, champignon noir 6,7%, petit pois 6,7%, huile de tournesol, sauce soja (eau, _soja_, farine de _blé_, sel, alcool, vinaigre), extrait de carotte, coriandre, sel, gingembre, ...",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
26021324,"Ravioli Pur Bœuf, Sauce Italienne","Aldi, Les Légendaires",Ravioli pur bœuf sauce italienne,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:meals-with-meat,en:stuffed-pastas,en:beef-dishes,en:pasta-stuffed-with-meat,en:ravioli,en:canned-meals,en:meat-ravioli,en:beef-ravioli,en:canned-raviolis","eau, raviolis 27%, [semoule de blé dur, eau, viande bovine (Origine France) 4%, farine de blé, eau, carotte, sel, oignons, basilic, arôme naturel, huile de tournesol], purée de tomate mi-réduite 14%, viande bovine (Origine France) 3,5%, carottes, pulpe de tomates 2,9%, oignons, sucre, sel, amidon tr...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
26045641,Raviolis au bœuf,"Aldi, Casa Morando",Pâtes alimentaires fraîches aux oeufs frais farcies d'une préparation à base de viande de boeuf,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:meals-with-meat,en:stuffed-pastas,en:beef-dishes,en:fresh-pasta,en:pasta-stuffed-with-meat,en:ravioli,en:meat-ravioli,en:pasta-stuffed-with-cheese,en:beef-ravioli,en:cheese-ravioli","Farce 50 % : viande de bœuf (origine UE) 48 %, chapelure (farine de _blé_ tendre, eau, sel, levure), eau, sérum de _lait_ en poudre (origine UE),  huile de tournesol, carottes, oignons, sel, amidon, arôme naturel (contient du _blé_ et de l'_orge_), épices, oignons déshydratés, ail. Pâte 50 % : farin...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
26069357,Ravioli Pur Bœuf (Sauce Italienne),Delicato,Ravioli pur bœuf sauce italienne,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:meals-with-meat,en:pasta-stuffed-with-meat,en:ravioli,en:beef-dishes,en:meat-ravioli,en:canned-meals,en:stuffed-pastas-in-sauce,en:beef-ravioli,en:canned-raviolis,en:canned-raviolis-filled-with-meat-in-tomato-sauce","Sauce : eau, purée de tomate mi-réduite et tomate pelée 17%, légume (carottes 3,32%, oignons 1,21%), viande bovine France, sucre, sel, amidon transformé de maïs, huile de tournesol, arômes (dont céleri). Pâte : semoule de blé dur, eau. Farce : viande bovine France, chapelure (farine de blé, sel), se...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
2614969051034,Ravioli à la Niçoise,La Raïola,Ravioli à la Niçoise,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:cereals-and-their-products,en:meals,en:fresh-foods,en:pasta-dishes,en:pastas,en:meals-with-meat,en:stuffed-pastas,en:beef-dishes,en:fresh-meals,en:fresh-pasta,en:pasta-stuffed-with-meat,en:ravioli,en:fresh-ravioli,en:meat-ravioli,en:beef-ravioli","Pâte: Farine de _Blé_, eau, crème de riz. Farce: Viande de Bœuf 70 % (UE), eau, blette, carotte, oignon, vin rouge, _chapelure_ (_gluten_), sel, poivre gris, bouquet garni.",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
26214627,Pumpkin Pesto Agnolotti,"ME'N'U Italian,Aldi",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:agnolotti,en:readymeals","Ricotta, Basil & Parmesan Agnolotti (54%) [Durum Wheat Semolina, Water, Ricotta Cheese (17%) [Whey (from Milk), Milk, Salt, Acidity Regulator (260)], Wheat Flour [Contains Vitamins (Thiamin, Folic Acid)], Dried Potato [Potatoes, Emulsifier (471), Acidity Regulator (330)], Breadcrumbs (Contains Wheat...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
27050538,Rindfleisch-Ravioli,Delicato,Raviolis boeuf,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:meals-with-meat,en:stuffed-pastas,en:beef-dishes,en:pasta-stuffed-with-meat,en:ravioli,en:canned-meals,en:meat-ravioli,en:beef-ravioli","sauce 72,7% (water, semi-reduced tomato puree and peeled tomato, vegetables (carrot, onions), beef 3,51%, sugar, salt, processed corn starch, sunflower oil, flavors (celery), paste (durum wheat semolina, water), stuffing (beef 4%, breadcrumbs (ble flour, salt), durum wheat semolina, vegetables (carr...",,,,spaghetti,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
27081211,Rice noodles,Asia Green Garden,Fideos de arroz,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:rice-pasta,en:tagliatelle","Harina de arroz, agua.",noodles,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",vermicelli,,vermicelli,kw:vermicelli
29066025,Premium Pasta Sapori della sicilia,"Mama Mancini,D'Antelli",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:meals,en:cereals-and-their-products,en:pasta-dishes,en:pastas","Relleno (63%): queso Mozzarella 23%, nata, requesón (suero de leche, sal), tomate 12%, pan rallado (harina de trigo, levadura, sal), suero de leche en polvo, lactosa, queso Grana Padano 3%, aceite de oliva virgen extra 3%, aceite de girasol, albahaca 2,3%, sal. Pasta alimenticia fresca compuesta (37...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
3021690010985,Cannelloni Pur Bœuf,Zapetti,Cannelloni Pur Bœuf,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:cereals-and-their-products,en:meals,en:meat-preparations,en:meats,en:pasta-dishes,en:pastas,en:meals-with-meat,en:stuffed-pastas,en:beef-dishes,en:cannelloni,en:canned-meals,en:beef-cannelloni,en:bolognese-cannelloni","Eau, cannelloni 30% (semoule de _blé_ dur, viande bovine 8%, chapelure (dont _gluten_), carotte, eau, oignon, sel, fécule de manioc, _lait_ écrémé en poudre, blanc d'_oeuf_, basilic, ciboulette, huile de tournesol, extrait de poivre, extrait d'ail), purée de tomate mi-réduite 13%, viande bovine 5%, ...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
3021690011050,Ravioli 6 légumes,Zapetti,Ravioli aux légumes et à la sauce tomate,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:pasta-stuffed-with-vegetables,en:ravioli,en:canned-meals,en:ravioli-with-vegetables,en:canned-raviolis","Eau, ravioli 27,5 % (semoule de BLE dur, eau, chapelure (dont GLUTEN), brocoli 1 %, épinards 1%, carottes 0,8%, oignons 0,3%, huile de colza, amidon, sel, plante aromatique), purée de tomate mi-réduite 14%, carottes 8,9 %, oignons 2,6 %, aubergines 1,6%, olives 1,6%, poivrons 1,6%, plantes aromatiqu...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
3021690023886,Ravioli pur boeuf,Zapetti,Ravioli sauce tomate - Ravioli Pur Bœuf Sauce Tomate Cuisinée,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:meals-with-meat,en:stuffed-pastas,en:beef-dishes,en:pasta-stuffed-with-meat,en:ravioli,en:canned-meals,en:meat-ravioli,en:beef-ravioli,en:canned-raviolis","Eau, ravioli 27% (semoule de blé dur, eau, viande bovine 4%, chapelure (dont gluten), carotte, sel, oignon, basilic, arôme naturel, huile de tournesol), purée de tomate mi-réduite 14%, carotte, tomate pelée, viande bovine 3,5%, oignon, arômes naturels (dont céleri), sucre, amidon de maïs, huile de t...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
3021690023909,Ravioli pur Bœuf sauce tomate cuisinée,Zapetti,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:meals-with-meat,en:stuffed-pastas,en:beef-dishes,en:pasta-stuffed-with-meat,en:ravioli,en:canned-meals,en:meat-ravioli,en:beef-ravioli,en:canned-raviolis","Eau, ravioli 27 % (semoule de _blé_ dur, eau, viande bovine 4 %, chapelure (dont _gluten_), carotte, sel, oignon, basilic, arôme naturel, huile de tournesol), purée de tomate mi-réduite 14 %, carotte, tomate pelée, viande bovine 3,5 %, oignon, arômes naturels (dont _céleri_), sucre, amidon de maïs, ...",,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
3021690029093,Ravioli pur boeuf français,Zapetti,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:cereals-and-potatoes,en:meats-and-their-products,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:meals-with-meat,en:stuffed-pastas,en:beef-dishes,en:pasta-stuffed-with-meat,en:ravioli,en:canned-meals,en:meat-ravioli,en:beef-ravioli,en:canned-raviolis","Eau, ravioli 27 % (semoule complète de _blé_ dur 13 %, eau, viande bovine 4 %, chapelure (dont _gluten_), semoule de _blé_ dur 0,6 %, carotte, sel, oignon 0,1 %, basilic, arôme naturel, huile de tournesol), purée de tomate mi-réduite et tomates pelées 17,5 %, carotte, viande bovine 3,5 %, oignon 1,5...",,,,spaghetti,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",other,,other,kw:filled-pasta-no-class
3038350011305,cheveux d'ange,Panzani,Pâtes alimentaires de qualité supérieure,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,en:dry-durum-wheat-pasta,fr:cheveux-d-ange",100% Semoule de BLÉ dur de qualité supérieure. Peut contenir du soja et de la moutarde. Si le numéro de lot contient la lettre N: peut contenir de l'œuf.,,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
3038350013507,Coude rayé qualité supérieure 500g,PANZANI,Pâtes alimentaires de qualité supérieure,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,fr:coudes-rayes",100% semoule de BLÉ dur de qualité supérieure. Peut contenir des traces de soja. Si le numéro de lot contient la lettre N: peut contenir de l'œuf.,,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
3038350013606,Torti qualité supérieure 500g,Panzani,Pâtes alimentaires de qualité supérieure,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,en:dry-durum-wheat-pasta,en:torti",Semoule de BLÉ dur de qualité supérieure. Peut contenir du soja et de la moutarde. Si le numéro de lot contient la lettre N: peut contenir de l'œuf.,,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
3038350013804,Penne rigate qualité supérieure 500g,Panzani,Pâtes alimentaires de qualité supérieure,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,en:penne,en:penne-rigate",100% Semoule de BLÉ dur de qualité supérieure. Peut contenir du soja et de la moutarde. Si le numéro de lot contient la lettre N: peut contenir de l'œuf.,penne,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",penne,,penne,kw:penne
3038350021304,Panzani cheveux d'ange 1kg,Panzani,Pâtes alimentaires de qualité supérieure,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,fr:cheveux-d-ange",100% Semoule de BLE dur de qualité supérieure,,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",,,,unmatched
3038350023001,Coquillettes,"Ebro Foods, Panzani",Pâtes alimentaires de qualité supérieure,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-pastas,en:dry-pastas,en:durum-wheat-pasta,en:dry-durum-wheat-pasta,fr:coquillettes,fr:coquillettes-de-ble-dur",100% semoule de BLÉ dur de qualité supérieure. Peut contenir des traces de soja. Si le numéro de lot contient la lettre N: peut contenir de l'euf.,,,,,no_llm_data,"spaghetti, penne, fusilli, macaroni, farfalle, tagliatelle, lasagna, noodles, rigatoni, vermicelli, linguine, other",macaroni,,macaroni,kw:macaroni
